Product_ID,Product_Category,Store_Location,Store_Type,Supplier_Region,Season,Current_Stock_Units,Average_Weekly_Sales,Lead_Time_Days,Unit_Cost,Selling_Price,Discount_Rate,Customer_Rating,Return_Rate,Website_Views,Previous_Stockout,Competitor_Price_Index,Reorder_Needed,Cluster,Segment_Name
P0350,Fitness,Downtown,Standard,National,Summer,108,51,8,35.11,60.51,0.31,3.6,0.07,973,Yes,1.14,No,1,Low-Cost Moderate Demand Products
P0351,Office Supplies,Downtown,Flagship,National,Back-to-School,38,25,4,8.39,16.25,0.26,3.6,0.08,538,No,1.12,No,1,Low-Cost Moderate Demand Products
P0352,Beauty,Campus,Standard,National,Summer,0,42,4,53.55,108.86,0.32,3.8,0.06,875,No,0.95,Yes,2,Premium Low-Stock Products
P0353,Office Supplies,Suburban,Flagship,National,Winter,51,28,6,6.12,13.44,0.0,4.1,0.02,781,No,1.07,No,1,Low-Cost Moderate Demand Products
P0354,Apparel,Suburban,Standard,National,Holiday,51,69,10,46.99,112.12,0.24,2.7,0.09,2031,No,1.11,Yes,0,High Demand / High Stock Products
P0355,Home Goods,Suburban,Standard,International,Fall,110,44,18,66.96,93.04,0.07,3.5,0.09,928,No,0.98,Yes,2,Premium Low-Stock Products
P0356,Electronics Accessories,Campus,Standard,International,Holiday,80,67,16,58.05,82.68,0.26,4.2,0.1,2173,No,1.2,Yes,0,High Demand / High Stock Products
P0357,Electronics Accessories,Downtown,Standard,Local,Summer,112,24,8,27.05,47.44,0.0,3.9,0.07,893,No,1.02,No,1,Low-Cost Moderate Demand Products
P0358,Electronics Accessories,Mall,Standard,International,Holiday,105,72,12,50.03,106.88,0.2,4.1,0.04,1778,No,1.14,Yes,0,High Demand / High Stock Products
P0359,Electronics Accessories,Mall,Outlet,International,Back-to-School,46,41,12,57.75,107.27,0.29,3.8,0.07,631,No,0.84,Yes,2,Premium Low-Stock Products
P0360,Pet Supplies,Downtown,Outlet,Local,Spring,43,35,4,57.63,136.7,0.18,3.7,0.05,985,Yes,0.83,No,2,Premium Low-Stock Products
